game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2025_01_DAL_PHI,2025,REG,1,2025-09-04,Thursday,20:20,DAL,20,PHI,24,Home,4,44,0,2025090400,59843,NA,202509040phi,28418,401772510,6734,7,7,330,-425,8.5,-110,-110,47.5,-110,-110,1,outdoors,grass,75,11,00-0033077,00-0036389,Dak Prescott,Jalen Hurts,Brian Schottenheimer,Nick Sirianni,Shawn Smith,PHI00,Lincoln Financial Field
2025_01_KC_LAC,2025,REG,1,2025-09-05,Friday,20:00,KC,21,LAC,27,Neutral,6,48,0,2025090500,59844,NA,202509050sdg,28419,401772714,6735,7,7,-175,145,-3,-120,100,47.5,-110,-110,1,dome,,NA,NA,00-0033873,00-0036355,Patrick Mahomes,Justin Herbert,Andy Reid,Jim Harbaugh,Carl Cheffers,LAX01,SoFi Stadium
2025_01_TB_ATL,2025,REG,1,2025-09-07,Sunday,13:00,TB,23,ATL,20,Home,-3,43,0,2025090700,59845,NA,202509070atl,28420,401772830,6736,7,7,-115,-105,-1.5,-102,-118,47.5,-105,-115,1,closed,fieldturf,NA,NA,00-0034855,00-0039917,Baker Mayfield,Michael Penix,Todd Bowles,Raheem Morris,Land Clark,ATL97,Mercedes-Benz Stadium
2025_01_CIN_CLE,2025,REG,1,2025-09-07,Sunday,13:00,CIN,17,CLE,16,Home,-1,33,0,2025090701,59846,NA,202509070cle,28421,401772829,6737,7,7,-238,195,-5.5,-105,-115,47.5,100,-120,1,outdoors,grass,63,10,00-0036442,00-0026158,Joe Burrow,Joe Flacco,Zac Taylor,Kevin Stefanski,Adrian Hill,CLE00,FirstEnergy Stadium
2025_01_MIA_IND,2025,REG,1,2025-09-07,Sunday,13:00,MIA,8,IND,33,Home,25,41,0,2025090702,59847,NA,202509070clt,28422,401772719,6738,7,7,-108,-112,1.5,-118,-102,47.5,-120,100,0,closed,fieldturf,NA,NA,00-0036212,00-0035710,Tua Tagovailoa,Daniel Jones,Mike McDaniel,Shane Steichen,Brad Allen,IND00,Lucas Oil Stadium
2025_01_CAR_JAX,2025,REG,1,2025-09-07,Sunday,13:00,CAR,10,JAX,26,Home,16,36,0,2025090703,59848,NA,202509070jax,28423,401772828,6739,7,7,170,-205,4.5,-110,-110,45.5,-108,-112,0,outdoors,grass,85,3,00-0039150,00-0036971,Bryce Young,Trevor Lawrence,Dave Canales,Liam Coen,Alex Moore,JAX00,TIAA Bank Stadium
2025_01_LV_NE,2025,REG,1,2025-09-07,Sunday,13:00,LV,20,NE,13,Home,-7,33,0,2025090704,59849,NA,202509070nwe,28424,401772720,6740,7,7,130,-155,2.5,100,-120,44.5,-115,-105,0,outdoors,fieldturf,62,4,00-0030565,00-0039851,Geno Smith,Drake Maye,Pete Carroll,Mike Vrabel,Ron Torbert,BOS00,Gillette Stadium
2025_01_ARI_NO,2025,REG,1,2025-09-07,Sunday,13:00,ARI,20,NO,13,Home,-7,33,0,2025090705,59850,NA,202509070nor,28425,401772718,6741,7,7,-270,220,-6,-108,-112,44.5,-112,-108,0,dome,sportturf,NA,NA,00-0035228,00-0039376,Kyler Murray,Spencer Rattler,Jonathan Gannon,Kellen Moore,Scott Novak,NOR00,Mercedes-Benz Superdome
2025_01_PIT_NYJ,2025,REG,1,2025-09-07,Sunday,13:00,PIT,34,NYJ,32,Home,-2,66,0,2025090706,59851,NA,202509070nyj,28426,401772721,6742,7,7,-155,130,-3,-110,-110,37.5,-108,-112,0,outdoors,fieldturf,67,3,00-0023459,00-0036945,Aaron Rodgers,Justin Fields,Mike Tomlin,Aaron Glenn,Bill Vinovich,NYC01,MetLife Stadium
2025_01_NYG_WAS,2025,REG,1,2025-09-07,Sunday,13:00,NYG,6,WAS,21,Home,15,27,0,2025090707,59852,NA,202509070was,28427,401772827,6743,7,7,240,-298,6,-108,-112,45.5,-110,-110,1,outdoors,grass,68,5,00-0029263,00-0039910,Russell Wilson,Jayden Daniels,Brian Daboll,Dan Quinn,Clay Martin,WAS00,FedExField
2025_01_TEN_DEN,2025,REG,1,2025-09-07,Sunday,16:05,TEN,12,DEN,20,Home,8,32,0,2025090708,59853,NA,202509070den,28428,401772832,6744,7,7,350,-455,8.5,-105,-115,42.5,-108,-112,0,outdoors,grass,84,6,00-0040676,00-0039732,Cam Ward,Bo Nix,Brian Callahan,Sean Payton,Alex Kemp,DEN00,Empower Field at Mile High
2025_01_SF_SEA,2025,REG,1,2025-09-07,Sunday,16:05,SF,17,SEA,13,Home,-4,30,0,2025090709,59854,NA,202509070sea,28429,401772831,6745,7,7,-135,114,-2.5,-105,-115,43.5,-112,-108,1,outdoors,fieldturf,67,6,00-0037834,00-0034869,Brock Purdy,Sam Darnold,Kyle Shanahan,Mike Macdonald,Shawn Hochuli,SEA00,Lumen Field
2025_01_DET_GB,2025,REG,1,2025-09-07,Sunday,16:25,DET,13,GB,27,Home,14,40,0,2025090710,59855,NA,202509070gnb,28430,401772722,6746,7,7,100,-120,1.5,-115,-105,48.5,-115,-105,1,outdoors,grass,60,5,00-0033106,00-0036264,Jared Goff,Jordan Love,Dan Campbell,Matt LaFleur,Clete Blakeman,GNB00,Lambeau Field
2025_01_HOU_LA,2025,REG,1,2025-09-07,Sunday,16:25,HOU,9,LA,14,Home,5,23,0,2025090711,59856,NA,202509070ram,28431,401772723,6747,7,7,140,-166,3.5,-118,-102,43.5,-115,-105,0,dome,matrixturf,NA,NA,00-0039163,00-0026498,C.J. Stroud,Matthew Stafford,DeMeco Ryans,Sean McVay,Craig Wrolstad,LAX01,SoFi Stadium
2025_01_BAL_BUF,2025,REG,1,2025-09-07,Sunday,20:20,BAL,40,BUF,41,Home,1,81,0,2025090712,59857,NA,202509070buf,28432,401772918,6748,7,7,-130,110,-1.5,-118,-102,50.5,-105,-115,0,outdoors,a_turf,58,8,00-0034796,00-0034857,Lamar Jackson,Josh Allen,John Harbaugh,Sean McDermott,John Hussey,BUF00,New Era Field
2025_01_MIN_CHI,2025,REG,1,2025-09-08,Monday,20:15,MIN,27,CHI,24,Home,-3,51,0,2025090800,59858,NA,202509080chi,28433,401772810,6749,7,7,-112,-108,-1.5,100,-120,43.5,-112,-108,1,outdoors,grass,68,6,00-0039923,00-0039918,J.J. McCarthy,Caleb Williams,Kevin O'Connell,Ben Johnson,Alan Eck,CHI98,Soldier Field
2025_02_WAS_GB,2025,REG,2,2025-09-11,Thursday,20:15,WAS,18,GB,27,Home,9,45,0,2025091100,59859,NA,202509110gnb,28434,401772936,6750,4,4,154,-185,3.5,-118,-102,48.5,-105,-115,0,outdoors,grass,65,7,00-0039910,00-0036264,Jayden Daniels,Jordan Love,Dan Quinn,Matt LaFleur,Brad Rogers,GNB00,Lambeau Field
2025_02_CLE_BAL,2025,REG,2,2025-09-14,Sunday,13:00,CLE,17,BAL,41,Home,24,58,0,2025091400,59860,NA,202509140rav,28435,401772726,6751,7,7,600,-900,12.5,-105,-115,46.5,-110,-110,1,outdoors,grass,82,3,00-0026158,00-0034796,Joe Flacco,Lamar Jackson,Kevin Stefanski,John Harbaugh,Brad Allen,BAL00,M&T Bank Stadium
2025_02_JAX_CIN,2025,REG,2,2025-09-14,Sunday,13:00,JAX,27,CIN,31,Home,4,58,0,2025091401,59861,NA,202509140cin,28436,401772725,6752,7,7,160,-192,3.5,-115,-105,49.5,-115,-105,0,outdoors,fieldturf,85,3,00-0036971,00-0036442,Trevor Lawrence,Joe Burrow,Liam Coen,Zac Taylor,Alan Eck,CIN00,Paycor Stadium
2025_02_NYG_DAL,2025,REG,2,2025-09-14,Sunday,13:00,NYG,37,DAL,40,Home,3,77,1,2025091402,59862,NA,202509140dal,28437,401772834,6753,7,10,195,-238,4.5,100,-120,44.5,-110,-110,1,closed,matrixturf,NA,NA,00-0029263,00-0033077,Russell Wilson,Dak Prescott,Brian Daboll,Brian Schottenheimer,Bill Vinovich,DAL00,AT&T Stadium
2025_02_CHI_DET,2025,REG,2,2025-09-14,Sunday,13:00,CHI,21,DET,52,Home,31,73,0,2025091403,59863,NA,202509140det,28438,401772835,6754,6,7,220,-270,6,-110,-110,46.5,-112,-108,1,dome,fieldturf,NA,NA,00-0039918,00-0033106,Caleb Williams,Jared Goff,Ben Johnson,Dan Campbell,Land Clark,DET00,Ford Field
2025_02_NE_MIA,2025,REG,2,2025-09-14,Sunday,13:00,NE,33,MIA,27,Home,-6,60,0,2025091404,59864,NA,202509140mia,28439,401772728,6755,7,7,105,-125,1.5,-110,-110,43.5,-115,-105,1,outdoors,grass,89,4,00-0039851,00-0036212,Drake Maye,Tua Tagovailoa,Mike Vrabel,Mike McDaniel,Alex Moore,MIA00,Hard Rock Stadium
2025_02_SF_NO,2025,REG,2,2025-09-14,Sunday,13:00,SF,26,NO,21,Home,-5,47,0,2025091405,59865,NA,202509140nor,28440,401772833,6756,7,7,-166,140,-3,-110,-110,40.5,-105,-115,0,dome,sportturf,NA,NA,00-0036972,00-0039376,Mac Jones,Spencer Rattler,Kyle Shanahan,Kellen Moore,Shawn Smith,NOR00,Mercedes-Benz Superdome
2025_02_BUF_NYJ,2025,REG,2,2025-09-14,Sunday,13:00,BUF,30,NYJ,10,Home,-20,40,0,2025091406,59866,NA,202509140nyj,28441,401772727,6757,7,7,-290,235,-6,-112,-108,47.5,-110,-110,1,outdoors,fieldturf,80,3,00-0034857,00-0036945,Josh Allen,Justin Fields,Sean McDermott,Aaron Glenn,Clete Blakeman,NYC01,MetLife Stadium
2025_02_SEA_PIT,2025,REG,2,2025-09-14,Sunday,13:00,SEA,31,PIT,17,Home,-14,48,0,2025091407,59867,NA,202509140pit,28442,401772836,6758,7,7,160,-192,3.5,-110,-110,40.5,-108,-112,0,outdoors,grass,79,5,00-0034869,00-0023459,Sam Darnold,Aaron Rodgers,Mike Macdonald,Mike Tomlin,Scott Novak,PIT00,Acrisure Stadium
2025_02_LA_TEN,2025,REG,2,2025-09-14,Sunday,13:00,LA,33,TEN,19,Home,-14,52,0,2025091408,59868,NA,202509140oti,28443,401772724,6759,7,7,-250,205,-5.5,-108,-112,41.5,-112,-108,0,outdoors,grass,83,3,00-0026498,00-0040676,Matthew Stafford,Cam Ward,Sean McVay,Brian Callahan,John Hussey,NAS00,Nissan Stadium
2025_02_CAR_ARI,2025,REG,2,2025-09-14,Sunday,16:05,CAR,22,ARI,27,Home,5,49,0,2025091409,59869,NA,202509140crd,28445,401772730,6760,7,7,250,-310,7,-110,-110,45.5,-110,-110,0,closed,grass,NA,NA,00-0039150,00-0035228,Bryce Young,Kyler Murray,Dave Canales,Jonathan Gannon,Ron Torbert,PHO00,State Farm Stadium
2025_02_DEN_IND,2025,REG,2,2025-09-14,Sunday,16:05,DEN,28,IND,29,Home,1,57,0,2025091410,59870,NA,202509140clt,28444,401772729,6761,7,7,-130,110,-2.5,-105,-115,43.5,-112,-108,0,closed,fieldturf,NA,NA,00-0039732,00-0035710,Bo Nix,Daniel Jones,Sean Payton,Shane Steichen,Craig Wrolstad,IND00,Lucas Oil Stadium
2025_02_PHI_KC,2025,REG,2,2025-09-14,Sunday,16:25,PHI,20,KC,17,Home,-3,37,0,2025091411,59871,NA,202509140kan,28446,401772837,6762,10,9,-122,102,-1.5,-110,-110,46.5,-102,-118,0,outdoors,grass,88,12,00-0036389,00-0033873,Jalen Hurts,Patrick Mahomes,Nick Sirianni,Andy Reid,Alex Kemp,KAN00,GEHA Field at Arrowhead Stadium
2025_02_ATL_MIN,2025,REG,2,2025-09-14,Sunday,20:20,ATL,22,MIN,6,Home,-16,28,0,2025091412,59872,NA,202509140min,28447,401772919,6763,7,6,150,-180,3.5,-115,-105,44.5,-110,-110,0,dome,sportturf,NA,NA,00-0039917,00-0039923,Michael Penix,J.J. McCarthy,Raheem Morris,Kevin O'Connell,Adrian Hill,MIN01,U.S. Bank Stadium
2025_02_TB_HOU,2025,REG,2,2025-09-15,Monday,19:00,TB,20,HOU,19,Home,-1,39,0,2025091500,59873,NA,202509150htx,28448,401772715,6765,8,8,114,-135,2.5,-110,-110,42.5,-110,-110,0,closed,astroturf,NA,NA,00-0034855,00-0039163,Baker Mayfield,C.J. Stroud,Todd Bowles,DeMeco Ryans,Shawn Hochuli,HOU00,NRG Stadium
2025_02_LAC_LV,2025,REG,2,2025-09-15,Monday,22:00,LAC,20,LV,9,Home,-11,29,0,2025091501,59874,NA,202509150rai,28449,401772811,6764,10,8,-198,164,-3.5,-105,-115,46.5,-102,-118,1,dome,grass,NA,NA,00-0036355,00-0030565,Justin Herbert,Geno Smith,Jim Harbaugh,Pete Carroll,Clay Martin,VEG00,Allegiant Stadium
2025_03_MIA_BUF,2025,REG,3,2025-09-18,Thursday,20:15,MIA,21,BUF,31,Home,10,52,0,2025091800,59875,NA,202509180buf,28450,401772937,6766,4,4,550,-800,12.5,-110,-110,50.5,-112,-108,1,outdoors,a_turf,68,7,00-0036212,00-0034857,Tua Tagovailoa,Josh Allen,Mike McDaniel,Sean McDermott,Alan Eck,BUF00,New Era Field
2025_03_ATL_CAR,2025,REG,3,2025-09-21,Sunday,13:00,ATL,0,CAR,30,Home,30,30,0,2025092100,59876,NA,202509210car,28452,401772838,6767,7,7,-225,185,-5.5,-105,-115,44.5,-115,-105,1,outdoors,grass,83,5,00-0039917,00-0039150,Michael Penix,Bryce Young,Raheem Morris,Dave Canales,Craig Wrolstad,CAR00,Bank of America Stadium
2025_03_GB_CLE,2025,REG,3,2025-09-21,Sunday,13:00,GB,10,CLE,13,Home,3,23,0,2025092101,59877,NA,202509210cle,28453,401772842,6768,10,7,-470,360,-8.5,-102,-118,41.5,-115,-105,0,outdoors,grass,79,10,00-0036264,00-0026158,Jordan Love,Joe Flacco,Matt LaFleur,Kevin Stefanski,Carl Cheffers,CLE00,FirstEnergy Stadium
2025_03_HOU_JAX,2025,REG,3,2025-09-21,Sunday,13:00,HOU,10,JAX,17,Home,7,27,0,2025092102,59878,NA,202509210jax,28454,401772734,6769,6,7,105,-125,1.5,-108,-112,43.5,-115,-105,1,outdoors,grass,85,11,00-0039163,00-0036971,C.J. Stroud,Trevor Lawrence,DeMeco Ryans,Liam Coen,Alex Kemp,JAX00,TIAA Bank Stadium
2025_03_CIN_MIN,2025,REG,3,2025-09-21,Sunday,13:00,CIN,10,MIN,48,Home,38,58,0,2025092103,59879,NA,202509210min,28455,401772731,6770,7,7,136,-162,3,-110,-110,41.5,-105,-115,0,dome,sportturf,NA,NA,00-0035100,00-0032950,Jake Browning,Carson Wentz,Zac Taylor,Kevin O'Connell,Ron Torbert,MIN01,U.S. Bank Stadium
